model,min_df,ngram_range,binary,cleaning_type,accuracy,classification_report,confusion_matrix,vocabulary_size
Logistic Regression (L1),5,Unigrama + Bigrama,False,Nenhuma,0.8428571428571429,"{'Non SCR': {'precision': 0.8661157024793389, 'recall': 0.9475587703435805, 'f1-score': 0.9050086355785838, 'support': 553.0}, 'SCR': {'precision': 0.6947368421052632, 'recall': 0.4489795918367347, 'f1-score': 0.5454545454545454, 'support': 147.0}, 'accuracy': 0.8428571428571429, 'macro avg': {'precision': 0.780426272292301, 'recall': 0.6982691810901576, 'f1-score': 0.7252315905165646, 'support': 700.0}, 'weighted avg': {'precision': 0.8301261418007829, 'recall': 0.8428571428571429, 'f1-score': 0.8295022766525357, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 81}, 1: {'No-SCR': 29, 'SCR': 66}}",1313
Logistic Regression (L2),5,Unigrama + Bigrama,False,Nenhuma,0.8557142857142858,"{'Non SCR': {'precision': 0.8817567567567568, 'recall': 0.9439421338155516, 'f1-score': 0.9117903930131004, 'support': 553.0}, 'SCR': {'precision': 0.7129629629629629, 'recall': 0.5238095238095238, 'f1-score': 0.6039215686274509, 'support': 147.0}, 'accuracy': 0.8557142857142858, 'macro avg': {'precision': 0.7973598598598599, 'recall': 0.7338758288125378, 'f1-score': 0.7578559808202756, 'support': 700.0}, 'weighted avg': {'precision': 0.8463100600600602, 'recall': 0.8557142857142858, 'f1-score': 0.8471379398921141, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 70}, 1: {'No-SCR': 31, 'SCR': 77}}",1313
Naive Bayes,5,Unigrama + Bigrama,False,Parcial,0.8271428571428572,"{'Non SCR': {'precision': 0.8898916967509025, 'recall': 0.891500904159132, 'f1-score': 0.8906955736224029, 'support': 553.0}, 'SCR': {'precision': 0.589041095890411, 'recall': 0.5850340136054422, 'f1-score': 0.5870307167235495, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7394663963206567, 'recall': 0.7382674588822871, 'f1-score': 0.7388631451729761, 'support': 700.0}, 'weighted avg': {'precision': 0.8267130705701993, 'recall': 0.8271428571428572, 'f1-score': 0.8269259536736436, 'support': 700.0}}","{0: {'No-SCR': 493, 'SCR': 61}, 1: {'No-SCR': 60, 'SCR': 86}}",1313
SVM,5,Unigrama + Bigrama,False,Parcial,0.84,"{'Non SCR': {'precision': 0.855072463768116, 'recall': 0.9602169981916817, 'f1-score': 0.9045996592844975, 'support': 553.0}, 'SCR': {'precision': 0.7215189873417721, 'recall': 0.3877551020408163, 'f1-score': 0.504424778761062, 'support': 147.0}, 'accuracy': 0.84, 'macro avg': {'precision': 0.7882957255549441, 'recall': 0.673986050116249, 'f1-score': 0.7045122190227797, 'support': 700.0}, 'weighted avg': {'precision': 0.8270262337185837, 'recall': 0.84, 'f1-score': 0.820562934374576, 'support': 700.0}}","{0: {'No-SCR': 531, 'SCR': 90}, 1: {'No-SCR': 22, 'SCR': 57}}",1313
Logistic Regression (L1),5,Unigrama + Bigrama,False,Parcial,0.8428571428571429,"{'Non SCR': {'precision': 0.8661157024793389, 'recall': 0.9475587703435805, 'f1-score': 0.9050086355785838, 'support': 553.0}, 'SCR': {'precision': 0.6947368421052632, 'recall': 0.4489795918367347, 'f1-score': 0.5454545454545454, 'support': 147.0}, 'accuracy': 0.8428571428571429, 'macro avg': {'precision': 0.780426272292301, 'recall': 0.6982691810901576, 'f1-score': 0.7252315905165646, 'support': 700.0}, 'weighted avg': {'precision': 0.8301261418007829, 'recall': 0.8428571428571429, 'f1-score': 0.8295022766525357, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 81}, 1: {'No-SCR': 29, 'SCR': 66}}",1313
Logistic Regression (L2),5,Unigrama + Bigrama,False,Parcial,0.8557142857142858,"{'Non SCR': {'precision': 0.8817567567567568, 'recall': 0.9439421338155516, 'f1-score': 0.9117903930131004, 'support': 553.0}, 'SCR': {'precision': 0.7129629629629629, 'recall': 0.5238095238095238, 'f1-score': 0.6039215686274509, 'support': 147.0}, 'accuracy': 0.8557142857142858, 'macro avg': {'precision': 0.7973598598598599, 'recall': 0.7338758288125378, 'f1-score': 0.7578559808202756, 'support': 700.0}, 'weighted avg': {'precision': 0.8463100600600602, 'recall': 0.8557142857142858, 'f1-score': 0.8471379398921141, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 70}, 1: {'No-SCR': 31, 'SCR': 77}}",1313
Naive Bayes,5,Unigrama + Bigrama,False,Total,0.82,"{'Non SCR': {'precision': 0.8739054290718039, 'recall': 0.9023508137432188, 'f1-score': 0.8879003558718861, 'support': 553.0}, 'SCR': {'precision': 0.5813953488372093, 'recall': 0.5102040816326531, 'f1-score': 0.5434782608695652, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7276503889545066, 'recall': 0.7062774476879359, 'f1-score': 0.7156893083707256, 'support': 700.0}, 'weighted avg': {'precision': 0.8124783122225391, 'recall': 0.82, 'f1-score': 0.8155717159213987, 'support': 700.0}}","{0: {'No-SCR': 499, 'SCR': 72}, 1: {'No-SCR': 54, 'SCR': 75}}",708
SVM,5,Unigrama + Bigrama,False,Total,0.8428571428571429,"{'Non SCR': {'precision': 0.8637110016420362, 'recall': 0.9511754068716094, 'f1-score': 0.9053356282271945, 'support': 553.0}, 'SCR': {'precision': 0.7032967032967034, 'recall': 0.43537414965986393, 'f1-score': 0.5378151260504201, 'support': 147.0}, 'accuracy': 0.8428571428571429, 'macro avg': {'precision': 0.7835038524693698, 'recall': 0.6932747782657367, 'f1-score': 0.7215753771388074, 'support': 700.0}, 'weighted avg': {'precision': 0.8300239989895163, 'recall': 0.8428571428571429, 'f1-score': 0.8281563227700719, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 83}, 1: {'No-SCR': 27, 'SCR': 64}}",708
Logistic Regression (L1),5,Unigrama + Bigrama,False,Total,0.8342857142857143,"{'Non SCR': {'precision': 0.8576104746317512, 'recall': 0.9475587703435805, 'f1-score': 0.9003436426116839, 'support': 553.0}, 'SCR': {'precision': 0.6741573033707865, 'recall': 0.40816326530612246, 'f1-score': 0.5084745762711864, 'support': 147.0}, 'accuracy': 0.8342857142857143, 'macro avg': {'precision': 0.7658838890012689, 'recall': 0.6778610178248514, 'f1-score': 0.7044091094414351, 'support': 700.0}, 'weighted avg': {'precision': 0.8190853086669486, 'recall': 0.8342857142857143, 'f1-score': 0.8180511386801793, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 87}, 1: {'No-SCR': 29, 'SCR': 60}}",708
Logistic Regression (L2),5,Unigrama + Bigrama,False,Total,0.84,"{'Non SCR': {'precision': 0.8656716417910447, 'recall': 0.9439421338155516, 'f1-score': 0.903114186851211, 'support': 553.0}, 'SCR': {'precision': 0.6804123711340206, 'recall': 0.4489795918367347, 'f1-score': 0.5409836065573771, 'support': 147.0}, 'accuracy': 0.84, 'macro avg': {'precision': 0.7730420064625327, 'recall': 0.6964608628261432, 'f1-score': 0.7220488967042941, 'support': 700.0}, 'weighted avg': {'precision': 0.8267671949530696, 'recall': 0.84, 'f1-score': 0.8270667649895059, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 81}, 1: {'No-SCR': 31, 'SCR': 66}}",708
Naive Bayes,5,Bigrama,True,Nenhuma,0.8042857142857143,"{'Non SCR': {'precision': 0.8219814241486069, 'recall': 0.9602169981916817, 'f1-score': 0.8857381150959133, 'support': 553.0}, 'SCR': {'precision': 0.5925925925925926, 'recall': 0.21768707482993196, 'f1-score': 0.31840796019900497, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.7072870083705998, 'recall': 0.5889520365108069, 'f1-score': 0.6020730376474591, 'support': 700.0}, 'weighted avg': {'precision': 0.7738097695218439, 'recall': 0.8042857142857143, 'f1-score': 0.7665987825675625, 'support': 700.0}}","{0: {'No-SCR': 531, 'SCR': 115}, 1: {'No-SCR': 22, 'SCR': 32}}",572
SVM,5,Bigrama,True,Nenhuma,0.8071428571428572,"{'Non SCR': {'precision': 0.8138138138138138, 'recall': 0.9801084990958409, 'f1-score': 0.889253486464315, 'support': 553.0}, 'SCR': {'precision': 0.6764705882352942, 'recall': 0.1564625850340136, 'f1-score': 0.2541436464088398, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.745142201024554, 'recall': 0.5682855420649272, 'f1-score': 0.5716985664365775, 'support': 700.0}, 'weighted avg': {'precision': 0.7849717364423248, 'recall': 0.8071428571428572, 'f1-score': 0.7558804200526653, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 124}, 1: {'No-SCR': 11, 'SCR': 23}}",572
Logistic Regression (L1),5,Bigrama,True,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8244274809160306, 'recall': 0.976491862567812, 'f1-score': 0.8940397350993378, 'support': 553.0}, 'SCR': {'precision': 0.7111111111111111, 'recall': 0.21768707482993196, 'f1-score': 0.3333333333333333, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7677692960135709, 'recall': 0.5970894686988719, 'f1-score': 0.6136865342163356, 'support': 700.0}, 'weighted avg': {'precision': 0.8006310432569975, 'recall': 0.8171428571428572, 'f1-score': 0.776291390728477, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 115}, 1: {'No-SCR': 13, 'SCR': 32}}",572
Logistic Regression (L2),5,Bigrama,True,Nenhuma,0.8071428571428572,"{'Non SCR': {'precision': 0.8185975609756098, 'recall': 0.9710669077757685, 'f1-score': 0.8883374689826302, 'support': 553.0}, 'SCR': {'precision': 0.6363636363636364, 'recall': 0.19047619047619047, 'f1-score': 0.2931937172774869, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.7274805986696231, 'recall': 0.5807715491259795, 'f1-score': 0.5907655931300586, 'support': 700.0}, 'weighted avg': {'precision': 0.7803284368070953, 'recall': 0.8071428571428572, 'f1-score': 0.7633572811245501, 'support': 700.0}}","{0: {'No-SCR': 537, 'SCR': 119}, 1: {'No-SCR': 16, 'SCR': 28}}",572
Naive Bayes,5,Bigrama,True,Parcial,0.8042857142857143,"{'Non SCR': {'precision': 0.8219814241486069, 'recall': 0.9602169981916817, 'f1-score': 0.8857381150959133, 'support': 553.0}, 'SCR': {'precision': 0.5925925925925926, 'recall': 0.21768707482993196, 'f1-score': 0.31840796019900497, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.7072870083705998, 'recall': 0.5889520365108069, 'f1-score': 0.6020730376474591, 'support': 700.0}, 'weighted avg': {'precision': 0.7738097695218439, 'recall': 0.8042857142857143, 'f1-score': 0.7665987825675625, 'support': 700.0}}","{0: {'No-SCR': 531, 'SCR': 115}, 1: {'No-SCR': 22, 'SCR': 32}}",572
SVM,5,Bigrama,True,Parcial,0.8071428571428572,"{'Non SCR': {'precision': 0.8138138138138138, 'recall': 0.9801084990958409, 'f1-score': 0.889253486464315, 'support': 553.0}, 'SCR': {'precision': 0.6764705882352942, 'recall': 0.1564625850340136, 'f1-score': 0.2541436464088398, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.745142201024554, 'recall': 0.5682855420649272, 'f1-score': 0.5716985664365775, 'support': 700.0}, 'weighted avg': {'precision': 0.7849717364423248, 'recall': 0.8071428571428572, 'f1-score': 0.7558804200526653, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 124}, 1: {'No-SCR': 11, 'SCR': 23}}",572
Logistic Regression (L1),5,Bigrama,True,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8244274809160306, 'recall': 0.976491862567812, 'f1-score': 0.8940397350993378, 'support': 553.0}, 'SCR': {'precision': 0.7111111111111111, 'recall': 0.21768707482993196, 'f1-score': 0.3333333333333333, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7677692960135709, 'recall': 0.5970894686988719, 'f1-score': 0.6136865342163356, 'support': 700.0}, 'weighted avg': {'precision': 0.8006310432569975, 'recall': 0.8171428571428572, 'f1-score': 0.776291390728477, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 115}, 1: {'No-SCR': 13, 'SCR': 32}}",572
Logistic Regression (L2),5,Bigrama,True,Parcial,0.8071428571428572,"{'Non SCR': {'precision': 0.8185975609756098, 'recall': 0.9710669077757685, 'f1-score': 0.8883374689826302, 'support': 553.0}, 'SCR': {'precision': 0.6363636363636364, 'recall': 0.19047619047619047, 'f1-score': 0.2931937172774869, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.7274805986696231, 'recall': 0.5807715491259795, 'f1-score': 0.5907655931300586, 'support': 700.0}, 'weighted avg': {'precision': 0.7803284368070953, 'recall': 0.8071428571428572, 'f1-score': 0.7633572811245501, 'support': 700.0}}","{0: {'No-SCR': 537, 'SCR': 119}, 1: {'No-SCR': 16, 'SCR': 28}}",572
Naive Bayes,5,Bigrama,True,Total,0.7971428571428572,"{'Non SCR': {'precision': 0.7973950795947902, 'recall': 0.9963833634719711, 'f1-score': 0.8858520900321544, 'support': 553.0}, 'SCR': {'precision': 0.7777777777777778, 'recall': 0.047619047619047616, 'f1-score': 0.08974358974358974, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.7875864286862839, 'recall': 0.5220012055455093, 'f1-score': 0.48779783988787206, 'support': 700.0}, 'weighted avg': {'precision': 0.7932754462132177, 'recall': 0.7971428571428572, 'f1-score': 0.7186693049715558, 'support': 700.0}}","{0: {'No-SCR': 551, 'SCR': 140}, 1: {'No-SCR': 2, 'SCR': 7}}",71
SVM,5,Bigrama,True,Total,0.8,"{'Non SCR': {'precision': 0.8014598540145985, 'recall': 0.9927667269439421, 'f1-score': 0.8869143780290791, 'support': 553.0}, 'SCR': {'precision': 0.7333333333333333, 'recall': 0.07482993197278912, 'f1-score': 0.13580246913580246, 'support': 147.0}, 'accuracy': 0.8, 'macro avg': {'precision': 0.767396593673966, 'recall': 0.5337983294583656, 'f1-score': 0.5113584235824408, 'support': 700.0}, 'weighted avg': {'precision': 0.7871532846715328, 'recall': 0.8, 'f1-score': 0.729180877161491, 'support': 700.0}}","{0: {'No-SCR': 549, 'SCR': 136}, 1: {'No-SCR': 4, 'SCR': 11}}",71
Logistic Regression (L1),5,Bigrama,True,Total,0.7971428571428572,"{'Non SCR': {'precision': 0.7973950795947902, 'recall': 0.9963833634719711, 'f1-score': 0.8858520900321544, 'support': 553.0}, 'SCR': {'precision': 0.7777777777777778, 'recall': 0.047619047619047616, 'f1-score': 0.08974358974358974, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.7875864286862839, 'recall': 0.5220012055455093, 'f1-score': 0.48779783988787206, 'support': 700.0}, 'weighted avg': {'precision': 0.7932754462132177, 'recall': 0.7971428571428572, 'f1-score': 0.7186693049715558, 'support': 700.0}}","{0: {'No-SCR': 551, 'SCR': 140}, 1: {'No-SCR': 2, 'SCR': 7}}",71
Logistic Regression (L2),5,Bigrama,True,Total,0.7942857142857143,"{'Non SCR': {'precision': 0.7942446043165468, 'recall': 0.9981916817359855, 'f1-score': 0.8846153846153846, 'support': 553.0}, 'SCR': {'precision': 0.8, 'recall': 0.027210884353741496, 'f1-score': 0.05263157894736842, 'support': 147.0}, 'accuracy': 0.7942857142857143, 'macro avg': {'precision': 0.7971223021582734, 'recall': 0.5127012830448635, 'f1-score': 0.46862348178137647, 'support': 700.0}, 'weighted avg': {'precision': 0.7954532374100719, 'recall': 0.7942857142857143, 'f1-score': 0.7098987854251012, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 143}, 1: {'No-SCR': 1, 'SCR': 4}}",71
Naive Bayes,5,Bigrama,False,Nenhuma,0.8057142857142857,"{'Non SCR': {'precision': 0.8222565687789799, 'recall': 0.9620253164556962, 'f1-score': 0.8866666666666667, 'support': 553.0}, 'SCR': {'precision': 0.6037735849056604, 'recall': 0.21768707482993196, 'f1-score': 0.32, 'support': 147.0}, 'accuracy': 0.8057142857142857, 'macro avg': {'precision': 0.7130150768423201, 'recall': 0.5898561956428141, 'f1-score': 0.6033333333333334, 'support': 700.0}, 'weighted avg': {'precision': 0.7763751421655828, 'recall': 0.8057142857142857, 'f1-score': 0.7676666666666667, 'support': 700.0}}","{0: {'No-SCR': 532, 'SCR': 115}, 1: {'No-SCR': 21, 'SCR': 32}}",572
SVM,5,Bigrama,False,Nenhuma,0.8085714285714286,"{'Non SCR': {'precision': 0.8140929535232384, 'recall': 0.9819168173598554, 'f1-score': 0.8901639344262295, 'support': 553.0}, 'SCR': {'precision': 0.696969696969697, 'recall': 0.1564625850340136, 'f1-score': 0.25555555555555554, 'support': 147.0}, 'accuracy': 0.8085714285714286, 'macro avg': {'precision': 0.7555313252464677, 'recall': 0.5691897011969345, 'f1-score': 0.5728597449908925, 'support': 700.0}, 'weighted avg': {'precision': 0.7894970696469948, 'recall': 0.8085714285714286, 'f1-score': 0.7568961748633881, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 124}, 1: {'No-SCR': 10, 'SCR': 23}}",572
Logistic Regression (L1),5,Bigrama,False,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8244274809160306, 'recall': 0.976491862567812, 'f1-score': 0.8940397350993378, 'support': 553.0}, 'SCR': {'precision': 0.7111111111111111, 'recall': 0.21768707482993196, 'f1-score': 0.3333333333333333, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7677692960135709, 'recall': 0.5970894686988719, 'f1-score': 0.6136865342163356, 'support': 700.0}, 'weighted avg': {'precision': 0.8006310432569975, 'recall': 0.8171428571428572, 'f1-score': 0.776291390728477, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 115}, 1: {'No-SCR': 13, 'SCR': 32}}",572
Logistic Regression (L2),5,Bigrama,False,Nenhuma,0.8042857142857143,"{'Non SCR': {'precision': 0.8180428134556575, 'recall': 0.9674502712477396, 'f1-score': 0.8864954432477217, 'support': 553.0}, 'SCR': {'precision': 0.6086956521739131, 'recall': 0.19047619047619047, 'f1-score': 0.29015544041450775, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.7133692328147854, 'recall': 0.578963230861965, 'f1-score': 0.5883254418311147, 'support': 700.0}, 'weighted avg': {'precision': 0.7740799095864912, 'recall': 0.8042857142857143, 'f1-score': 0.7612640426527467, 'support': 700.0}}","{0: {'No-SCR': 535, 'SCR': 119}, 1: {'No-SCR': 18, 'SCR': 28}}",572
Naive Bayes,5,Bigrama,False,Parcial,0.8057142857142857,"{'Non SCR': {'precision': 0.8222565687789799, 'recall': 0.9620253164556962, 'f1-score': 0.8866666666666667, 'support': 553.0}, 'SCR': {'precision': 0.6037735849056604, 'recall': 0.21768707482993196, 'f1-score': 0.32, 'support': 147.0}, 'accuracy': 0.8057142857142857, 'macro avg': {'precision': 0.7130150768423201, 'recall': 0.5898561956428141, 'f1-score': 0.6033333333333334, 'support': 700.0}, 'weighted avg': {'precision': 0.7763751421655828, 'recall': 0.8057142857142857, 'f1-score': 0.7676666666666667, 'support': 700.0}}","{0: {'No-SCR': 532, 'SCR': 115}, 1: {'No-SCR': 21, 'SCR': 32}}",572
SVM,5,Bigrama,False,Parcial,0.8085714285714286,"{'Non SCR': {'precision': 0.8140929535232384, 'recall': 0.9819168173598554, 'f1-score': 0.8901639344262295, 'support': 553.0}, 'SCR': {'precision': 0.696969696969697, 'recall': 0.1564625850340136, 'f1-score': 0.25555555555555554, 'support': 147.0}, 'accuracy': 0.8085714285714286, 'macro avg': {'precision': 0.7555313252464677, 'recall': 0.5691897011969345, 'f1-score': 0.5728597449908925, 'support': 700.0}, 'weighted avg': {'precision': 0.7894970696469948, 'recall': 0.8085714285714286, 'f1-score': 0.7568961748633881, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 124}, 1: {'No-SCR': 10, 'SCR': 23}}",572
Logistic Regression (L1),5,Bigrama,False,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8244274809160306, 'recall': 0.976491862567812, 'f1-score': 0.8940397350993378, 'support': 553.0}, 'SCR': {'precision': 0.7111111111111111, 'recall': 0.21768707482993196, 'f1-score': 0.3333333333333333, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7677692960135709, 'recall': 0.5970894686988719, 'f1-score': 0.6136865342163356, 'support': 700.0}, 'weighted avg': {'precision': 0.8006310432569975, 'recall': 0.8171428571428572, 'f1-score': 0.776291390728477, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 115}, 1: {'No-SCR': 13, 'SCR': 32}}",572
Logistic Regression (L2),5,Bigrama,False,Parcial,0.8042857142857143,"{'Non SCR': {'precision': 0.8180428134556575, 'recall': 0.9674502712477396, 'f1-score': 0.8864954432477217, 'support': 553.0}, 'SCR': {'precision': 0.6086956521739131, 'recall': 0.19047619047619047, 'f1-score': 0.29015544041450775, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.7133692328147854, 'recall': 0.578963230861965, 'f1-score': 0.5883254418311147, 'support': 700.0}, 'weighted avg': {'precision': 0.7740799095864912, 'recall': 0.8042857142857143, 'f1-score': 0.7612640426527467, 'support': 700.0}}","{0: {'No-SCR': 535, 'SCR': 119}, 1: {'No-SCR': 18, 'SCR': 28}}",572
