S.#,Sentence,Label
1179,"I can just scroll to my facebook whole day and not be boring but I just want to recommend something, can you please add a reset button for this app? ",SCR
1180,Because I want to delete my old self and restart a new one. ,Non SCR
1181,"Because I don't like now the things that I liked before and the people who I friended before, including the pages and groups that I liked and followed. ",SCR
1182,Because it's too frustrating to manually remove them one by one. ,Non SCR
1183,Please consider this thank you :),Non SCR
1184,"Sadest news ever, auto message get forwarded to multiple folks without my consent.",SCR
1185,"The app itself is good but there is a problem big problem actually because when i downloaded an image it says ""image cannot be supported"" like litterally i have to screenshot the image to send it and also. ",Non SCR
1186,WHY I cannot send a 100 mb file like whats the problem sending a 100 mb file And also I send this one image to my brother but its all blury why is that happening,SCR
1187,"Its really good but in my messenger sometimes i think some other operate my messenger because i do not type and 
suddenly i see there is automatic typing and other think that i wrote that message.",SCR
1188,"Verry good service but not bed... Not bad, it becomes a distant experience to use.",Non SCR
1189,Many things hard to do like removing old posts and to send to multiples instead of one at a time.  ,Non SCR
1190,Also my site hacked and had things going that j didnt say or send privacy is of no co cern for facebook.,Non SCR
1191,Whenever i try to upload an long video on status it's first 30 second part upload easily but next parts video and music didn't match,SCR
1192,Its my book,Non SCR
1193,What happened with all notifications. ,Non SCR
1194,Its super irritating to not see it and need to open screen everytime to check if someone sent a message. ,Non SCR
1195,All my notifications options are on.,Non SCR
1196,Momen WhatsApp selalu sangat nombor yang tak kenal tengok,Non SCR
1197,Good,Non SCR
1198,2 3,Non SCR
1199,†??†??†??†??,Non SCR
1200,Good,Non SCR
1201,"I use WhatsApp daily and have never had a problem, but for some reason I can't change my profile picture anymore. ",Non SCR
1202,"Everytime I try to, the app glitches out of the menu and I can't change it at all. ",Non SCR
1203,I'm using it on a S21 Ultra. Would love some help with this.,Non SCR
1204,"Love how so many people can connect with you, but if only you can see a small picture on the notifications to show you what people have commented on or liked. ",Non SCR
1205,"Before there use to be a small picture, now you have to click on the notifications to see what people have liked or commented on. ",Non SCR
1206,Please change that back. ,Non SCR
1207,Plz,Non SCR
1208,Since the new update Facebook does not allow me to put several photos at the same time. ,Non SCR
1209,it only allows me 1 photo per post .,Non SCR
1210,????????????,Non SCR
1211,Ok,Non SCR
1212,"I love Facebook ??ùß Also i don't wanna see what a random person commented on a post, even if the person is Verified.",Non SCR
1213,???? ,Non SCR
1214,"When i touch on a video from feed or from video's tab, please take me to the more video section directly, you know (Single touch basically).",SCR
1215, ???,Non SCR
1216,Thank you.,Non SCR
1217,Within two weeks I got crash two times. ,Non SCR
1218,Same message (something went wrong) then when I try to restore the backup it doesn't complete stop before 40%. ,SCR
1219,Support don't support me and don't fix my problem.,Non SCR
1220,????manojkumar,Non SCR
1221,Now the day WhatsApp giving trouble to connect with others. ,Non SCR
1222,Please rectify it.,Non SCR
1223,Waste,Non SCR
1224,I feel like that it was good when whatsapp had no status feature. ,Non SCR
1225,Butnow they added lots of features than also i am not liking it the 2 or 3 years back that version was really good without any kind of non sense.,Non SCR
1226,Cannot forward caption with picture. ,SCR
1227,"When we send a picture first time, we can add a caption to that picture. ",Non SCR
1228,"But when we forward the same picture to another contact, only picture will be sent without caption. ",SCR
1229,Please make changes so that we can edit caption for forwarding pictures also.,SCR
1230,This aap is very good but aap is not vaelid for other terms,Non SCR
1231,Nice app,Non SCR
1232,Ajith,Non SCR
1233,When chat is minimised when using other apps. ,Non SCR
1234,The video screen call is always at the bottom and can't move anywhere else. ,SCR
1235,Will automatically close the video if I try to move the video somewhere else.,SCR
1236, Wasn't like this before. ,Non SCR
1237,Please do something about it. ,Non SCR
1238,I can't multitask when I'm on WhatsApp now,SCR
1239,This app is very good. ,Non SCR
1240,"Through it I can talk to my friends and loved ones, I can share various videos. ",Non SCR
1241,But now there is a problem that I can't share video with more than five people in this app. ,SCR
1242,That's my problem. ,Non SCR
1243,Please fix this problem so I can share the video with more than five friends. ,Non SCR
1244,Then I will be obliged.,Non SCR
1245,???è???è???è.  ,Non SCR
1246,Please.,Non SCR
1247,I have a issue while using this app. ,Non SCR
1248,"When I take a screenshot and scroll it, it stucks after scrolling a very little bit. ",SCR
1249,I am using redmi y2 Android 9 Miui 12.0.2.0. ,Non SCR
1250,Please solve this bug.,Non SCR
1251,Love this app so much! ,Non SCR
1252,"Its a great app for keeping touch, posting about fun things you did, making timelines, sharing memories, ect. ",Non SCR
1253,Totally would recommend!,Non SCR
1254,Éù?ã,Non SCR
1255,I'm not sure if it's a bug but since the newer updates.  ,Non SCR
1256,You absolutely cannot do anything on your phone if you are on a whatsapp call else no one can hear each other. ,SCR
1257,"Whatsapp calls used to be extremely convenient because my boyfriend and I could be on a call whilst scrolling through 
Facebook and chatting, or we could be on a call while using other apps. ",Non SCR
1258,Now when the screen times out or even if you go onto another app whilst on a whatsapp call?,Non SCR
1259,we can't hear each other anymore. ,SCR
1260,Please fix!,Non SCR
1261,Cool chatting app,Non SCR
1262,????????????,Non SCR
1263,There is a default in the fingerprint function that you have newly generated as if we have enabled the function still anyone can access my whatsapp without my privacy concern.,SCR
1264,"Do look after this feature else delete this feature,this is given false security.",SCR
1265,Thank you,Non SCR
1266,Not the best.,Non SCR
1267,I try with lots of number but not a single one is work but in the other hand in 'whats app business' all the numbers are work . ,Non SCR
1268,SO PLEAS TOOK IN TO THIS MATTER .,Non SCR
1269,"I sent a message, it did not show the not-sent icon for some time and then it pops out of nowhere. ",SCR
1270,The only reason I use this messenger because of its monopoly like market in Pakistan. ,Non SCR
1271,Totally insecure and used to mess up by hackers.,Non SCR
1272,My personal account got hacked. ,Non SCR
1273,Please help me to get it facebook. ,Non SCR
1274,I have many private things in my account.,Non SCR
1275,When was the last UI refresh for Android? ,Non SCR
1276,How difficult to get new Android bottom navigation? ,SCR
1277,Also a new biometric APIs to support face unlock for pixels ? ,Non SCR
1278,"Ignorance provides opportunities for new ideas, look at Signal /Telegram. ",Non SCR
1279,They do have better design than whatsapp.,Non SCR
1280,"All of the sudden ,its hang up my freaking call without me doing it .",SCR
1281,Always connecting while in call but I can clearly play games .,Non SCR
1282,please fix this asap,Non SCR
1283,Though it dose keep reconnecting even if I have really good wifi connection,Non SCR
1284," I do a video call the video is glitched and turns black, I've been using whatsapp for years and this is the first time that's ever happened.",SCR
1285,I've been having some issues for a while that everytime.,Non SCR
1286,Mabu,Non SCR
1287,Good,Non SCR
1288,Good,Non SCR
1289,It's very helpful,Non SCR
1290,i think theres a LOT to add 1. ,Non SCR
1291,custom chat themes! to make colorful chat themes that match with ur wallpaper. ,SCR
1292,It makes it attractive and using aesthetic things feels good too.  ,Non SCR
1293,A feature for editing ur messages.  ,SCR
1294,"Not sending the ""this message was deleted"" sign when u delete a message so yea, and i rlly like the new wallpaper updates. ",SCR
1295,"So whatsapp is definitely getting better, lets make it the best!",Non SCR
1296,Good,Non SCR
1297,Good apps,Non SCR
1298,Its my book,Non SCR
1299,"we cannot back up messages ,photos in whats app.......",SCR
1300,Works well,Non SCR
1301,whatsapp was good before. ,Non SCR
1302,But after getting update calling is not good... ,SCR
1303,"when call is going on, phone screen get turn off and call shows ""reconnecting"". ",SCR
1304,It means we cannot turnoff mobile screen while calling... ,SCR
1305,Voice get turn off from one side and other side cannot hear for 2 minutes or more,SCR
1306,Very good,Non SCR
1307,Harun k surani,Non SCR
1308,It's good but not a lot,Non SCR
1309,Rate,Non SCR
1310,yeah this app is really good.,Non SCR
1311,By the help of Facebook we connects to each other specially from all friends.,Non SCR
1312,This is very important and useful app for modern era.,Non SCR
